StudentID,Qualification,Subject,PredictedGrade,ActualGrade
S04493,GCSE,Chemistry,B,A
S04494,A-Level,Psychology,B,B
S04494,A-Level,Computer Science,A,A*
S04494,A-Level,Physics,D,D
S04494,A-Level,Chemistry,D,D
S04495,GCSE,Computer Science,B,D
S04495,GCSE,History,D,D
S04495,GCSE,English Literature,E,C
S04495,GCSE,English Language,B,B
S04495,GCSE,Art,C,A*
S04495,GCSE,Biology,C,C
S04496,GCSE,Chemistry,D,C
S04496,GCSE,Computer Science,B,B
S04496,GCSE,Music,B,B
S04496,GCSE,Biology,A*,A*
S04496,GCSE,Geography,B,B
S04496,GCSE,French,D,C
S04496,GCSE,English Language,D,C
S04497,GCSE,Chemistry,A,A
S04497,GCSE,Biology,B,D
S04497,GCSE,Mathematics,B,B
S04497,GCSE,Geography,C,C
S04497,GCSE,History,C,C
S04497,GCSE,Physics,B,B
S04498,GCSE,Geography,C,D
S04498,GCSE,English Literature,A,E
S04498,GCSE,Art,B,B
S04498,GCSE,English Language,A*,A*
S04498,GCSE,Biology,A,A
S04498,GCSE,Music,B,A*
S04498,GCSE,Mathematics,A,D
S04499,GCSE,English Language,A,A
S04499,GCSE,Chemistry,A*,A*
S04499,GCSE,French,B,A*
S04499,GCSE,Biology,A*,E
S04499,GCSE,Art,E,E
S04499,GCSE,Computer Science,B,A*
S04499,GCSE,English Literature,A,A
S04500,GCSE,English Language,B,B
S04500,GCSE,Chemistry,A,A
S04500,GCSE,Geography,B,B
S04500,GCSE,Biology,D,C
S04500,GCSE,Computer Science,B,B
S04500,GCSE,History,B,B
S04500,GCSE,Physics,A*,A*
S04500,GCSE,English Literature,A,A
S04500,GCSE,Art,B,B
S04501,GCSE,Chemistry,A,A
S04501,GCSE,Geography,B,B
S04501,GCSE,English Literature,C,C
S04501,GCSE,Computer Science,D,D
S04501,GCSE,Music,B,E
S04501,GCSE,Biology,C,C
S04501,GCSE,French,E,E
S04501,GCSE,History,C,C
S04501,GCSE,Mathematics,A,A
S04502,GCSE,English Language,B,B
S04502,GCSE,French,C,C
S04502,GCSE,Physics,B,B
S04502,GCSE,Art,A,D
S04502,GCSE,Mathematics,A,B
S04502,GCSE,Computer Science,A,A*
S04502,GCSE,English Literature,B,B
S04503,A-Level,Psychology,C,C
S04503,A-Level,Further Mathematics,A,A
S04503,A-Level,History,B,B
S04503,A-Level,Mathematics,C,C
S04504,GCSE,Art,B,B
S04504,GCSE,English Literature,D,D
S04504,GCSE,Chemistry,C,C
S04504,GCSE,Mathematics,B,B
S04504,GCSE,English Language,C,C
S04504,GCSE,Computer Science,B,B
S04504,GCSE,Music,C,C
S04505,GCSE,Chemistry,B,B
S04505,GCSE,Biology,B,B
S04505,GCSE,Mathematics,D,D
S04505,GCSE,French,A,A
S04505,GCSE,English Language,C,C
S04505,GCSE,Computer Science,D,D
S04505,GCSE,Art,A*,A*
S04505,GCSE,Physics,B,C
S04506,GCSE,Physics,B,B
S04506,GCSE,Computer Science,B,B
S04506,GCSE,History,A*,A
S04506,GCSE,Chemistry,A,A
S04506,GCSE,Biology,D,D
S04506,GCSE,English Language,D,B
S04506,GCSE,English Literature,B,B
S04506,GCSE,French,C,B
S04507,GCSE,Geography,A,A
S04507,GCSE,Music,E,E
S04507,GCSE,English Language,C,C
S04507,GCSE,Art,A,A
S04507,GCSE,Biology,A*,A*
S04507,GCSE,French,A,A
S04507,GCSE,Mathematics,B,B
S04507,GCSE,Computer Science,E,E
S04508,A-Level,Geography,A*,C
S04508,A-Level,Computer Science,D,D
S04508,A-Level,Further Mathematics,B,B
S04509,GCSE,Music,B,B
S04509,GCSE,Chemistry,B,B
S04509,GCSE,English Literature,B,B
S04509,GCSE,English Language,B,A
S04509,GCSE,Computer Science,A,C
S04509,GCSE,French,A,A
S04509,GCSE,Art,B,B
S04509,GCSE,Geography,A,A
S04509,GCSE,History,A,A
S04510,GCSE,Biology,D,D
S04510,GCSE,Music,B,B
S04510,GCSE,Computer Science,B,A
S04510,GCSE,Mathematics,A*,E
S04510,GCSE,History,D,D
S04510,GCSE,Physics,A,B
S04510,GCSE,English Language,C,C
S04510,GCSE,Chemistry,B,B
S04511,A-Level,Economics,B,A*
S04511,A-Level,Further Mathematics,A,A
S04511,A-Level,Psychology,E,A*
S04512,GCSE,Geography,A,A
S04512,GCSE,History,B,B
S04512,GCSE,Art,A*,A*
S04512,GCSE,Computer Science,A,B
S04512,GCSE,Music,B,D
S04512,GCSE,French,A*,A*
S04512,GCSE,Physics,B,A
S04512,GCSE,Biology,C,C
S04512,GCSE,Mathematics,A,A
S04513,A-Level,Economics,A*,A*
S04513,A-Level,Biology,B,B
S04513,A-Level,Further Mathematics,C,C
S04513,A-Level,Chemistry,D,D
S04514,A-Level,Physics,A,D
S04514,A-Level,Geography,B,B
S04514,A-Level,Economics,C,C
S04515,GCSE,English Language,A*,C
S04515,GCSE,Chemistry,C,E
S04515,GCSE,Mathematics,C,C
S04515,GCSE,Computer Science,B,E
S04515,GCSE,French,A*,A*
S04515,GCSE,Art,A,A
S04515,GCSE,English Literature,C,C
S04515,GCSE,Music,D,D
S04515,GCSE,Geography,C,C
S04516,GCSE,Chemistry,E,E
S04516,GCSE,English Literature,D,D
S04516,GCSE,French,B,D
S04516,GCSE,Art,D,D
S04516,GCSE,Computer Science,A*,A*
S04516,GCSE,Biology,C,C
S04516,GCSE,Music,A,E
S04516,GCSE,Geography,D,C
S04517,GCSE,French,B,B
S04517,GCSE,Physics,B,B
S04517,GCSE,Chemistry,C,C
S04517,GCSE,English Language,B,D
S04517,GCSE,English Literature,C,C
S04517,GCSE,Geography,D,D
S04517,GCSE,Computer Science,B,A*
S04517,GCSE,Music,C,C
S04518,GCSE,Physics,C,E
S04518,GCSE,French,B,C
S04518,GCSE,Chemistry,B,B
S04518,GCSE,English Literature,C,C
S04518,GCSE,Biology,E,C
S04518,GCSE,History,B,B
S04518,GCSE,Computer Science,A,A*
S04518,GCSE,Music,B,B
S04519,GCSE,Physics,B,E
S04519,GCSE,Mathematics,D,D
S04519,GCSE,Art,B,A
S04519,GCSE,Biology,D,D
S04519,GCSE,English Literature,D,D
S04519,GCSE,Geography,C,C
S04520,GCSE,Mathematics,C,C
S04520,GCSE,Computer Science,C,C
S04520,GCSE,Geography,B,B
S04520,GCSE,Chemistry,A*,A*
S04520,GCSE,Music,C,C
S04520,GCSE,History,D,D
S04521,GCSE,Mathematics,D,D
S04521,GCSE,Physics,A,A*
S04521,GCSE,Biology,B,B
S04521,GCSE,History,B,D
S04521,GCSE,Art,D,D
S04521,GCSE,English Literature,D,E
S04522,GCSE,English Literature,D,A*
S04522,GCSE,Mathematics,B,B
S04522,GCSE,History,D,C
S04522,GCSE,Biology,B,B
S04522,GCSE,Computer Science,B,B
S04522,GCSE,Chemistry,A*,A*
S04522,GCSE,English Language,B,A*
S04523,GCSE,Mathematics,D,D
S04523,GCSE,English Literature,B,B
S04523,GCSE,French,B,B
S04523,GCSE,English Language,B,A*
S04523,GCSE,Physics,B,D
S04523,GCSE,History,B,E
S04523,GCSE,Chemistry,B,B
S04523,GCSE,Music,A*,A*
S04523,GCSE,Biology,C,A
S04524,GCSE,French,B,B
S04524,GCSE,Computer Science,C,B
S04524,GCSE,Geography,D,D
S04524,GCSE,Mathematics,D,C
S04524,GCSE,History,D,D
S04524,GCSE,Music,E,E
S04524,GCSE,English Literature,B,B
S04524,GCSE,Chemistry,D,C
S04525,GCSE,History,C,A
S04525,GCSE,French,B,C
S04525,GCSE,English Literature,D,D
S04525,GCSE,Computer Science,B,B
S04525,GCSE,Art,B,E
S04525,GCSE,English Language,E,E
S04525,GCSE,Music,C,E
S04525,GCSE,Geography,A,B
S04525,GCSE,Physics,D,D
S04526,GCSE,English Literature,D,E
S04526,GCSE,Computer Science,A,A
S04526,GCSE,Geography,D,E
S04526,GCSE,Physics,A,A
S04526,GCSE,Chemistry,A,A
S04526,GCSE,Mathematics,B,E
S04526,GCSE,History,B,B
S04527,A-Level,Chemistry,D,D
S04527,A-Level,Mathematics,B,B
S04527,A-Level,Physics,A,A
S04527,A-Level,Geography,C,B
S04528,A-Level,Biology,A,A
S04528,A-Level,Economics,A*,B
S04528,A-Level,Geography,C,C
S04529,GCSE,Geography,B,B
S04529,GCSE,History,B,E
S04529,GCSE,Art,D,C
S04529,GCSE,Physics,C,C
S04529,GCSE,English Literature,B,B
S04529,GCSE,Music,B,B
S04529,GCSE,Chemistry,A*,A*
S04530,GCSE,Music,C,C
S04530,GCSE,Mathematics,A,A
S04530,GCSE,English Literature,A,A
S04530,GCSE,Art,C,C
S04530,GCSE,Biology,D,D
S04530,GCSE,Computer Science,C,D
S04530,GCSE,Chemistry,B,A*
S04530,GCSE,English Language,A,A
S04531,GCSE,French,A,A
S04531,GCSE,Music,B,E
S04531,GCSE,History,B,B
S04531,GCSE,Computer Science,A,A
S04531,GCSE,English Language,C,C
S04531,GCSE,Chemistry,C,C
S04532,GCSE,Art,D,E
S04532,GCSE,Computer Science,C,C
S04532,GCSE,History,A*,A*
S04532,GCSE,Mathematics,B,B
S04532,GCSE,English Language,C,C
S04532,GCSE,Biology,C,C
S04532,GCSE,Chemistry,C,C
S04532,GCSE,French,B,B
S04532,GCSE,Music,D,D
S04533,A-Level,Physics,A*,A*
S04533,A-Level,Further Mathematics,C,C
S04533,A-Level,Biology,C,C
S04533,A-Level,Economics,B,B
S04534,GCSE,Biology,B,B
S04534,GCSE,Geography,C,C
S04534,GCSE,Physics,C,B
S04534,GCSE,English Literature,C,C
S04534,GCSE,French,B,B
S04534,GCSE,Art,B,A
S04534,GCSE,Chemistry,C,C
S04535,GCSE,Chemistry,E,E
S04535,GCSE,Geography,D,A
S04535,GCSE,Music,A,A*
S04535,GCSE,Art,A*,A*
S04535,GCSE,Physics,B,B
S04535,GCSE,Computer Science,A,E
S04535,GCSE,English Literature,A,D
S04535,GCSE,Mathematics,A*,C
S04536,GCSE,Computer Science,B,A
S04536,GCSE,English Language,A*,B
S04536,GCSE,Chemistry,D,E
S04536,GCSE,Biology,A,A
S04536,GCSE,Music,A,D
S04536,GCSE,Geography,B,A*
S04536,GCSE,Physics,A*,A*
S04537,GCSE,English Literature,E,B
S04537,GCSE,Chemistry,B,B
S04537,GCSE,Mathematics,C,C
S04537,GCSE,Art,A*,A*
S04537,GCSE,French,A*,E
S04537,GCSE,English Language,A,A
S04538,A-Level,Geography,D,D
S04538,A-Level,Chemistry,B,B
S04538,A-Level,Economics,A,A
S04539,A-Level,Biology,A*,A*
S04539,A-Level,Mathematics,B,D
S04539,A-Level,Economics,C,C
S04540,GCSE,Geography,A,A
S04540,GCSE,Physics,A,A*
S04540,GCSE,English Language,B,B
S04540,GCSE,Computer Science,D,D
S04540,GCSE,French,A*,A*
S04540,GCSE,History,D,D
S04540,GCSE,English Literature,B,B
S04540,GCSE,Art,C,C
S04540,GCSE,Chemistry,A,A*
S04541,GCSE,Physics,B,B
S04541,GCSE,Music,A,A
S04541,GCSE,Geography,D,D
S04541,GCSE,Chemistry,D,D
S04541,GCSE,French,B,B
S04541,GCSE,Mathematics,D,B
S04541,GCSE,English Language,C,E
S04541,GCSE,Biology,A*,A*
S04541,GCSE,Computer Science,A,B
S04542,GCSE,English Language,C,C
S04542,GCSE,English Literature,B,B
S04542,GCSE,Art,D,D
S04542,GCSE,Physics,A*,A*
S04542,GCSE,Geography,B,C
S04542,GCSE,Mathematics,B,B
S04542,GCSE,Biology,B,A*
S04543,GCSE,Physics,A*,A*
S04543,GCSE,Geography,D,D
S04543,GCSE,French,A,A
S04543,GCSE,History,B,B
S04543,GCSE,Computer Science,A,A
S04543,GCSE,English Language,E,E
S04544,GCSE,Chemistry,B,C
S04544,GCSE,Art,D,A*
S04544,GCSE,English Literature,D,D
S04544,GCSE,Biology,A*,A*
S04544,GCSE,French,B,A*
S04544,GCSE,Computer Science,A,D
S04544,GCSE,Geography,A,A
S04545,GCSE,Chemistry,D,D
S04545,GCSE,Music,A,A
S04545,GCSE,French,B,B
S04545,GCSE,Mathematics,A,B
S04545,GCSE,English Language,A,A
S04545,GCSE,Geography,C,C
S04545,GCSE,Computer Science,C,A*
S04545,GCSE,Biology,D,D
S04545,GCSE,Physics,B,B
S04546,GCSE,Geography,A,B
S04546,GCSE,Biology,D,D
S04546,GCSE,History,D,A
S04546,GCSE,Mathematics,A,A
S04546,GCSE,Computer Science,A,A
S04546,GCSE,Music,B,B
S04546,GCSE,Art,C,B
S04547,A-Level,Psychology,A,A
S04547,A-Level,History,D,C
S04547,A-Level,Physics,D,D
S04548,GCSE,Geography,A,A
S04548,GCSE,Mathematics,C,C
S04548,GCSE,Computer Science,B,B
S04548,GCSE,English Language,D,C
S04548,GCSE,Art,A,A*
S04548,GCSE,History,B,B
S04548,GCSE,Physics,C,C
S04548,GCSE,Biology,A,A
S04549,GCSE,Physics,C,E
S04549,GCSE,Art,E,E
S04549,GCSE,Music,D,D
S04549,GCSE,Biology,C,E
S04549,GCSE,English Language,D,D
S04549,GCSE,Mathematics,B,B
S04549,GCSE,French,B,D
S04549,GCSE,History,B,B
S04549,GCSE,Computer Science,A,E
S04550,GCSE,Geography,D,A*
S04550,GCSE,Mathematics,C,C
S04550,GCSE,Chemistry,A,A
S04550,GCSE,English Language,A,A
S04550,GCSE,Physics,B,B
S04550,GCSE,Art,B,B
S04550,GCSE,Biology,C,C
S04551,GCSE,Art,A*,A*
S04551,GCSE,Chemistry,A*,A*
S04551,GCSE,Mathematics,A,A
S04551,GCSE,Music,D,D
S04551,GCSE,English Literature,A,A*
S04551,GCSE,English Language,C,B
S04551,GCSE,Biology,C,D
S04551,GCSE,French,B,B
S04552,A-Level,Economics,C,C
S04552,A-Level,Geography,D,B
S04552,A-Level,Computer Science,A,E
S04553,A-Level,Mathematics,B,B
S04553,A-Level,History,C,C
S04553,A-Level,Chemistry,E,E
S04554,GCSE,Computer Science,A*,A*
S04554,GCSE,Mathematics,B,B
S04554,GCSE,English Language,D,D
S04554,GCSE,Biology,A*,A*
S04554,GCSE,English Literature,E,A
S04554,GCSE,Physics,E,E
S04554,GCSE,Chemistry,B,B
S04555,GCSE,English Literature,A,A
S04555,GCSE,Biology,C,C
S04555,GCSE,Mathematics,A,D
S04555,GCSE,French,D,D
S04555,GCSE,Computer Science,A,A
S04555,GCSE,Geography,B,E
S04555,GCSE,Music,A,A
S04555,GCSE,Physics,A*,A*
S04556,GCSE,Chemistry,A*,A
S04556,GCSE,Physics,A,A
S04556,GCSE,English Literature,C,B
S04556,GCSE,Computer Science,C,A*
S04556,GCSE,French,A,E
S04556,GCSE,Geography,C,A*
S04556,GCSE,Biology,A*,A*
S04556,GCSE,English Language,C,C
S04556,GCSE,Art,A,A
S04557,A-Level,Economics,A,A
S04557,A-Level,Further Mathematics,C,B
S04557,A-Level,Chemistry,D,E
S04558,GCSE,English Language,B,E
S04558,GCSE,Computer Science,B,A
S04558,GCSE,Biology,C,C
S04558,GCSE,Geography,B,B
S04558,GCSE,Music,C,C
S04558,GCSE,Art,C,C
S04558,GCSE,History,C,E
S04559,GCSE,English Language,E,E
S04559,GCSE,Physics,A,A
S04559,GCSE,Biology,A*,A
S04559,GCSE,Computer Science,B,A
S04559,GCSE,French,B,B
S04559,GCSE,Art,B,B
S04560,GCSE,Music,C,C
S04560,GCSE,Chemistry,A*,A*
S04560,GCSE,English Language,D,A
S04560,GCSE,Biology,C,C
S04560,GCSE,English Literature,A*,A*
S04560,GCSE,French,B,B
S04560,GCSE,Physics,A*,A*
S04560,GCSE,Mathematics,C,C
S04560,GCSE,History,D,D
S04561,GCSE,English Literature,B,B
S04561,GCSE,Biology,B,E
S04561,GCSE,Mathematics,C,B
S04561,GCSE,Computer Science,C,A*
S04561,GCSE,English Language,A*,A*
S04561,GCSE,History,B,B
S04561,GCSE,Geography,B,B
S04561,GCSE,Art,A*,A*
S04562,GCSE,English Literature,A,A
S04562,GCSE,Biology,B,B
S04562,GCSE,Chemistry,A*,A*
S04562,GCSE,French,B,B
S04562,GCSE,English Language,A,A
S04562,GCSE,History,A*,A*
S04562,GCSE,Music,A,C
S04563,GCSE,History,B,D
S04563,GCSE,Computer Science,C,C
S04563,GCSE,Music,A,A
S04563,GCSE,English Literature,B,C
S04563,GCSE,Geography,B,B
S04563,GCSE,French,C,C
S04564,GCSE,Biology,B,B
S04564,GCSE,History,D,D
S04564,GCSE,Computer Science,C,C
S04564,GCSE,Chemistry,A,A
S04564,GCSE,French,B,B
S04564,GCSE,Music,B,B
S04565,GCSE,Physics,B,C
S04565,GCSE,English Literature,B,A
S04565,GCSE,English Language,A,A
S04565,GCSE,French,A,A*
S04565,GCSE,Music,A*,D
S04565,GCSE,Biology,B,D
S04565,GCSE,Chemistry,C,B
S04565,GCSE,Computer Science,C,C
S04566,A-Level,Geography,B,C
S04566,A-Level,Computer Science,C,B
S04566,A-Level,History,C,C
S04566,A-Level,Physics,A,A
S04567,GCSE,Mathematics,A,A
S04567,GCSE,French,A,A
S04567,GCSE,English Literature,A,A
S04567,GCSE,Geography,C,A
S04567,GCSE,History,A,A
S04567,GCSE,English Language,C,C
S04567,GCSE,Music,D,E
S04567,GCSE,Computer Science,A*,B
S04568,GCSE,English Literature,C,D
S04568,GCSE,Geography,D,D
S04568,GCSE,Chemistry,A*,A*
S04568,GCSE,English Language,B,B
S04568,GCSE,Biology,D,E
S04568,GCSE,French,C,C
S04568,GCSE,Computer Science,A,C
S04569,GCSE,French,E,A
S04569,GCSE,History,C,D
S04569,GCSE,Art,A,A
S04569,GCSE,Physics,B,B
S04569,GCSE,Mathematics,B,B
S04569,GCSE,Music,A*,B
S04569,GCSE,English Language,B,A*
S04569,GCSE,Computer Science,C,C
S04569,GCSE,English Literature,B,B
S04570,GCSE,English Literature,B,B
S04570,GCSE,History,A*,B
S04570,GCSE,Art,D,D
S04570,GCSE,Chemistry,B,E
S04570,GCSE,Computer Science,B,A*
S04570,GCSE,Biology,C,C
S04571,GCSE,Physics,C,C
S04571,GCSE,Music,A*,A*
S04571,GCSE,Mathematics,D,D
S04571,GCSE,English Language,A,E
S04571,GCSE,Computer Science,B,B
S04571,GCSE,Art,B,A*
S04572,GCSE,Geography,A*,A*
S04572,GCSE,Chemistry,D,D
S04572,GCSE,English Language,B,A
S04572,GCSE,Art,B,B
S04572,GCSE,French,B,B
S04572,GCSE,Physics,B,B
S04572,GCSE,Music,B,B
S04572,GCSE,Mathematics,D,C
S04572,GCSE,History,B,B
S04573,A-Level,Chemistry,B,B
S04573,A-Level,Physics,D,B
S04573,A-Level,Psychology,D,D
S04574,GCSE,French,B,B
S04574,GCSE,Art,B,B
S04574,GCSE,Physics,B,E
S04574,GCSE,Computer Science,D,C
S04574,GCSE,Mathematics,B,B
S04574,GCSE,Biology,B,D
S04574,GCSE,English Language,D,D
S04575,A-Level,Psychology,B,C
S04575,A-Level,Chemistry,C,B
S04575,A-Level,Physics,B,B
S04575,A-Level,Further Mathematics,B,A*
S04576,A-Level,Computer Science,B,B
S04576,A-Level,Chemistry,B,B
S04576,A-Level,Physics,B,B
S04577,GCSE,Art,A,A
S04577,GCSE,English Literature,C,D
S04577,GCSE,Physics,B,B
S04577,GCSE,Biology,A*,A*
S04577,GCSE,Computer Science,B,A*
S04577,GCSE,English Language,C,C
S04577,GCSE,History,B,B
S04577,GCSE,Chemistry,A*,A*
S04578,GCSE,Computer Science,C,C
S04578,GCSE,History,B,A
S04578,GCSE,English Literature,C,A*
S04578,GCSE,Chemistry,C,A
S04578,GCSE,Mathematics,A,A
S04578,GCSE,Geography,C,C
S04578,GCSE,Biology,B,B
S04578,GCSE,French,D,D
S04579,GCSE,History,B,B
S04579,GCSE,Biology,D,D
S04579,GCSE,Art,B,A
S04579,GCSE,Computer Science,B,B
S04579,GCSE,French,C,C
S04579,GCSE,Mathematics,B,B
S04580,GCSE,Geography,B,B
S04580,GCSE,Music,B,B
S04580,GCSE,Physics,D,A*
S04580,GCSE,History,C,C
S04580,GCSE,French,C,B
S04580,GCSE,Chemistry,A,D
S04580,GCSE,Biology,A,B
S04580,GCSE,Computer Science,E,E
S04580,GCSE,English Literature,B,B
S04581,A-Level,Computer Science,A*,A*
S04581,A-Level,Geography,A,E
S04581,A-Level,Economics,A,A
S04582,GCSE,Physics,C,C
S04582,GCSE,History,C,B
S04582,GCSE,Biology,A,A
S04582,GCSE,Mathematics,C,C
S04582,GCSE,English Literature,B,B
S04582,GCSE,French,B,C
S04582,GCSE,Computer Science,D,D
S04582,GCSE,Chemistry,B,B
S04583,A-Level,Psychology,D,D
S04583,A-Level,Biology,D,D
S04583,A-Level,Mathematics,C,C
S04583,A-Level,Further Mathematics,C,C
S04584,A-Level,Economics,C,C
S04584,A-Level,Mathematics,A,A
S04584,A-Level,Geography,A*,A*
S04585,GCSE,Computer Science,A*,C
S04585,GCSE,Music,C,C
S04585,GCSE,Mathematics,E,E
S04585,GCSE,Physics,D,D
S04585,GCSE,Chemistry,A*,A
S04585,GCSE,History,C,C
S04585,GCSE,Biology,C,C
S04585,GCSE,English Language,C,C
S04586,A-Level,Psychology,C,C
S04586,A-Level,Computer Science,C,B
S04586,A-Level,Chemistry,C,D
S04586,A-Level,Biology,B,B
S04587,GCSE,French,B,C
S04587,GCSE,Physics,D,D
S04587,GCSE,Mathematics,D,D
S04587,GCSE,Biology,B,B
S04587,GCSE,English Language,B,B
S04587,GCSE,Geography,B,E
S04587,GCSE,Music,A*,A*
S04588,A-Level,Psychology,C,C
S04588,A-Level,Economics,B,A
S04588,A-Level,Chemistry,A,A
S04588,A-Level,Geography,C,C
S04589,GCSE,Mathematics,A*,A*
S04589,GCSE,English Language,B,B
S04589,GCSE,French,B,A*
S04589,GCSE,Computer Science,B,C
S04589,GCSE,Geography,B,B
S04589,GCSE,Biology,C,C
S04589,GCSE,Music,D,D
S04589,GCSE,Chemistry,A*,A*
S04590,A-Level,Mathematics,A,E
S04590,A-Level,Computer Science,B,B
S04590,A-Level,Biology,B,B
S04590,A-Level,Chemistry,B,B
S04591,GCSE,Computer Science,B,B
S04591,GCSE,English Literature,B,B
S04591,GCSE,History,A,A
S04591,GCSE,French,B,B
S04591,GCSE,English Language,A,A
S04591,GCSE,Chemistry,B,B
S04591,GCSE,Geography,B,D
S04591,GCSE,Mathematics,B,B
S04592,A-Level,Physics,E,E
S04592,A-Level,Psychology,A*,A*
S04592,A-Level,Further Mathematics,B,A
S04593,A-Level,Physics,A*,A*
S04593,A-Level,Geography,C,C
S04593,A-Level,Mathematics,D,A
S04594,A-Level,Psychology,A*,A
S04594,A-Level,Economics,B,B
S04594,A-Level,Chemistry,A*,A*
S04594,A-Level,Mathematics,D,D
S04595,GCSE,Music,E,E
S04595,GCSE,English Language,C,D
S04595,GCSE,French,D,D
S04595,GCSE,Computer Science,B,A
S04595,GCSE,Geography,D,D
S04595,GCSE,Art,B,B
S04596,GCSE,Computer Science,C,C
S04596,GCSE,French,B,D
S04596,GCSE,Biology,A,A*
S04596,GCSE,English Literature,A,D
S04596,GCSE,History,B,C
S04596,GCSE,English Language,B,B
S04596,GCSE,Physics,A*,A*
S04596,GCSE,Chemistry,A*,B
S04597,GCSE,Art,B,B
S04597,GCSE,Geography,B,B
S04597,GCSE,Music,C,C
S04597,GCSE,Mathematics,B,D
S04597,GCSE,History,A,A
S04597,GCSE,Chemistry,B,A*
S04597,GCSE,French,D,D
S04598,GCSE,Computer Science,C,E
S04598,GCSE,Music,D,D
S04598,GCSE,French,A,A
S04598,GCSE,English Language,D,D
S04598,GCSE,Physics,A,A
S04598,GCSE,Mathematics,D,D
S04598,GCSE,Chemistry,A*,A*
S04598,GCSE,History,C,C
S04599,A-Level,History,B,B
S04599,A-Level,Mathematics,A,A*
S04599,A-Level,Physics,A*,A*
S04599,A-Level,Computer Science,B,B
S04600,GCSE,Physics,C,A*
S04600,GCSE,Music,A*,A*
S04600,GCSE,Biology,B,B
S04600,GCSE,History,C,C
S04600,GCSE,Mathematics,C,C
S04600,GCSE,Computer Science,A,D
S04600,GCSE,French,A,A
S04601,GCSE,Computer Science,A,A*
S04601,GCSE,Art,D,A
S04601,GCSE,Biology,D,D
S04601,GCSE,English Language,B,B
S04601,GCSE,French,D,D
S04601,GCSE,Geography,B,B
S04601,GCSE,Mathematics,A*,D
S04601,GCSE,History,D,D
S04602,GCSE,English Literature,D,D
S04602,GCSE,French,C,A
S04602,GCSE,Geography,A,A
S04602,GCSE,Biology,B,E
S04602,GCSE,Computer Science,D,D
S04602,GCSE,Mathematics,A,A
S04602,GCSE,Chemistry,A*,D
S04602,GCSE,Music,A,C
S04603,GCSE,Physics,B,E
S04603,GCSE,Biology,A*,C
S04603,GCSE,French,E,E
S04603,GCSE,Chemistry,B,B
S04603,GCSE,Art,A*,C
S04603,GCSE,English Literature,D,D
S04603,GCSE,Computer Science,C,C
S04603,GCSE,English Language,B,B
S04604,GCSE,Music,E,E
S04604,GCSE,English Literature,C,C
S04604,GCSE,Computer Science,B,B
S04604,GCSE,Art,B,B
S04604,GCSE,French,A,A
S04604,GCSE,English Language,B,B
S04605,GCSE,French,A,D
S04605,GCSE,Mathematics,A,A
S04605,GCSE,Physics,B,B
S04605,GCSE,Geography,A,A
S04605,GCSE,Biology,C,C
S04605,GCSE,English Literature,B,B
S04605,GCSE,History,B,B
S04605,GCSE,Art,D,E
S04606,GCSE,Biology,C,D
S04606,GCSE,English Language,C,C
S04606,GCSE,Music,A*,A
S04606,GCSE,History,E,C
S04606,GCSE,Geography,D,D
S04606,GCSE,Art,C,C
S04606,GCSE,Computer Science,E,B
S04607,A-Level,History,A,A
S04607,A-Level,Further Mathematics,B,B
S04607,A-Level,Physics,D,E
S04607,A-Level,Biology,B,B
S04608,GCSE,Computer Science,C,C
S04608,GCSE,Art,D,D
S04608,GCSE,Geography,C,A
S04608,GCSE,History,C,C
S04608,GCSE,Biology,A,B
S04608,GCSE,English Language,E,A*
S04608,GCSE,Physics,B,B
S04609,GCSE,Art,A,A
S04609,GCSE,Physics,D,D
S04609,GCSE,Geography,E,E
S04609,GCSE,English Literature,D,E
S04609,GCSE,Chemistry,A,A
S04609,GCSE,Computer Science,A,B
S04609,GCSE,Music,B,B
S04610,A-Level,Economics,C,C
S04610,A-Level,Chemistry,C,D
S04610,A-Level,Psychology,D,D
S04610,A-Level,Geography,D,E
S04611,GCSE,Chemistry,B,D
S04611,GCSE,Computer Science,C,C
S04611,GCSE,Art,A,E
S04611,GCSE,English Language,B,B
S04611,GCSE,History,D,D
S04611,GCSE,Biology,D,A*
S04611,GCSE,English Literature,C,C
S04611,GCSE,Mathematics,B,B
S04611,GCSE,Music,B,B
S04612,GCSE,English Language,B,C
S04612,GCSE,Mathematics,B,B
S04612,GCSE,English Literature,D,A*
S04612,GCSE,Biology,C,C
S04612,GCSE,Physics,A*,C
S04612,GCSE,Computer Science,E,E
S04612,GCSE,History,C,C
S04612,GCSE,French,A*,A*
S04612,GCSE,Music,C,B
S04613,GCSE,Chemistry,A,A
S04613,GCSE,Physics,B,B
S04613,GCSE,Biology,A,A
S04613,GCSE,Mathematics,B,B
S04613,GCSE,History,A,A
S04613,GCSE,French,B,A*
S04613,GCSE,Geography,A,A
S04614,GCSE,Mathematics,C,C
S04614,GCSE,Music,A,A
S04614,GCSE,English Literature,C,C
S04614,GCSE,French,D,D
S04614,GCSE,Computer Science,E,E
S04614,GCSE,Biology,A*,A*
S04614,GCSE,English Language,B,B
S04615,A-Level,Mathematics,B,B
S04615,A-Level,Geography,A,E
S04615,A-Level,Further Mathematics,C,C
S04615,A-Level,Psychology,B,E
S04616,GCSE,Art,B,B
S04616,GCSE,Music,A,A
S04616,GCSE,Mathematics,B,B
S04616,GCSE,English Language,A,D
S04616,GCSE,Biology,D,A*
